Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Location
151030124;04/13/2015;03:55 PM;6.0;ROBBERY;;;;2500 W OKLAHOMA AV
151040017;04/13/2015;11:27 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;5478 S 9TH ST #7
151020121;04/12/2015;08:20 PM;2.0;ALL OTHER LARCENY;;;;2701 S 16TH ST
151010006;04/11/2015;12:15 AM;2.0;SIMPLE ASSAULT;;;;2458-B S 17TH ST
151010031;04/11/2015;08:04 AM;2.0;MOTOR VEHICLE THEFT;;;;2329 S 19TH ST
151010070;04/11/2015;01:17 PM;6.0;SIMPLE ASSAULT;;;;5203 S 19TH ST
151010014;04/10/2015;09:46 PM;6.0;SIMPLE ASSAULT;;;;5659 S 36TH CT
150990002;04/09/2015;12:16 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;3237 S 16TH ST
150990058;04/09/2015;12:35 PM;6.0;ALL OTHER LARCENY;;;;6719 S 13TH ST
150960195;04/08/2015;07:45 PM;6.0;INTIMIDATION;;;;468 E PLAINFIELD AV
150980046;04/08/2015;10:17 AM;6.0;THEFT FROM BUILDING;;;;5790 S 27TH ST
150980112;04/08/2015;02:40 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;522 W BOLIVAR AV
150980177;04/08/2015;09:02 PM;6.0;INTIMIDATION;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4635 S 20TH ST #221
150970032;04/07/2015;07:22 AM;6.0;ALL OTHER LARCENY;;;;3440 S 17TH ST
150970039;04/07/2015;09:07 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3764 S 15TH ST
150970042;04/07/2015;09:23 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3732 S 20TH ST
150970062;04/07/2015;12:30 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;1646 W BOTTSFORD AV
150970067;04/07/2015;11:41 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1405 W UPHAM AV
150970070;04/07/2015;11:22 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2200 S 18TH ST
150970084;04/07/2015;11:52 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;191 W EDGERTON AV
150970114;04/07/2015;03:43 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;4211 S WHITNALL AV
150970120;04/07/2015;05:26 PM;2.0;AGGRAVATED ASSAULT;;;;2253 S 19TH ST #LWR
150970169;04/07/2015;01:00 PM;6.0;INTIMIDATION;;;;3006 S 27TH ST
150960058;04/06/2015;09:36 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3425 S 15TH PL
150960103;04/06/2015;02:37 PM;6.0;MOTOR VEHICLE THEFT;;;;3260 S 16TH ST
150960120;04/06/2015;03:19 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3154 S 19TH ST
150960193;04/06/2015;11:15 PM;6.0;INTIMIDATION;;;;468 E PLAINFIELD AV
150960196;04/06/2015;06:05 PM;6.0;INTIMIDATION;;;;468 E PLAINFIELD AV
150950022;04/05/2015;01:39 AM;6.0;AGGRAVATED ASSAULT;;;;3135-A S 18TH ST
150950046;04/05/2015;07:48 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2212 W VAN BECK AV
150950099;04/05/2015;12:24 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2477 S 17TH ST
150950155;04/05/2015;10:03 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3220 S 22ND ST
150950156;04/05/2015;10:03 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3214 S 22ND ST
150940030;04/04/2015;08:11 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1551 W DAKOTA ST
150940087;04/04/2015;03:36 PM;2.0;MOTOR VEHICLE THEFT;;;;1819 W HAYES AV
150930010;04/03/2015;12:42 AM;6.0;AGGRAVATED ASSAULT;;;;1577 W MORGAN AV
150930020;04/03/2015;03:00 AM;2.0;MOTOR VEHICLE THEFT;;;;1800 W GRANT ST
150930049;04/03/2015;09:48 AM;6.0;ALL OTHER LARCENY;;;;2012 W COLLEGE AV
150930157;04/03/2015;06:35 PM;6.0;ROBBERY;;;;1333 W EDGERTON AV
150910082;04/01/2015;03:21 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2035 W BOLIVAR AV
151200013;04/30/2015;06:06 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;740 E LINUS ST
151200015;04/30/2015;06:31 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2370 S WOODWARD ST
151200022;04/30/2015;07:24 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3151 S QUINCY AV
151200024;04/30/2015;07:31 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;740 E LINUS ST
151200036;04/30/2015;09:31 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3014 S 13TH ST
151200044;04/30/2015;10:11 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3042 S 13TH ST
151200052;04/30/2015;11:41 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3046 S 13TH ST
151200058;04/30/2015;08:51 AM;6.0;THEFT FROM BUILDING;;;;3406 S 14TH ST
151200093;04/30/2015;05:18 PM;6.0;MOTOR VEHICLE THEFT;;;;2633 S PINE AV
151200097;04/30/2015;05:37 PM;2.0;THEFT FROM MOTOR VEHICLE;;;;2511 S 7TH ST
151200108;04/30/2015;06:38 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2847 S CALIFORNIA ST
151190049;04/29/2015;09:26 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2568 S SUPERIOR ST
151190065;04/29/2015;11:07 AM;6.0;ROBBERY;;;;3166 S 7TH ST
151190088;04/29/2015;01:42 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3323-B S 11TH ST
151190180;04/29/2015;11:43 PM;2.0;MOTOR VEHICLE THEFT;;;;2516 S 7TH ST
151170030;04/27/2015;07:17 AM;6.0;MOTOR VEHICLE THEFT;;;;3221 S ILLINOIS AV
151170072;04/27/2015;12:33 PM;6.0;ALL OTHER LARCENY;;;;2155 S KINNICKINNIC AV
151170097;04/27/2015;02:51 PM;6.0;MOTOR VEHICLE THEFT;;;;3223 S SPRINGFIELD AV
151170124;04/27/2015;04:35 PM;6.0;ROBBERY;;;;2830 S 14TH ST
151170149;04/27/2015;08:18 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2465 S 5TH ST
151160113;04/26/2015;06:22 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2977 S 8TH ST
151160116;04/26/2015;07:21 PM;6.0;ARSON;;;;2914 S 8TH ST #ALLEY
151160122;04/26/2015;07:46 PM;6.0;SIMPLE ASSAULT;;;;3504 S IOWA AV #1
151150065;04/25/2015;01:14 PM;6.0;SHOPLIFTING;;;;121 W OKLAHOMA AV
151150086;04/25/2015;03:10 PM;6.0;SIMPLE ASSAULT;;;;3149 S HOWELL AV
151150089;04/25/2015;01:40 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;351 E WARD ST
151150145;04/25/2015;09:49 PM;2.0;ROBBERY;;;;561 W HAYES AV
151140061;04/24/2015;10:35 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2535 S LOGAN AV
151140132;04/24/2015;08:54 PM;6.0;MOTOR VEHICLE THEFT;;;;1802 E HOWARD AV
151140135;04/24/2015;08:40 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;270 E HOLT AV
151140143;04/24/2015;10:33 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2701 S CHASE AV
151130027;04/23/2015;07:22 AM;6.0;MOTOR VEHICLE THEFT;;;;3332 S QUINCY AV
151130112;04/23/2015;04:48 PM;2.0;SIMPLE ASSAULT;;;;2454-A S 6TH ST
151130146;04/23/2015;07:11 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2405 S 5TH ST #LWR
151130165;04/23/2015;09:32 PM;6.0;MOTOR VEHICLE THEFT;;;;2555 S BAY ST
151130170;04/23/2015;08:42 PM;6.0;SIMPLE ASSAULT;;;;1414 E WARNIMONT AV #7
151130176;04/23/2015;10:40 PM;2.0;THEFT FROM BUILDING;;;;2627 S 6TH ST
151120036;04/22/2015;02:17 PM;2.0;MOTOR VEHICLE THEFT;;;;245 W LINCOLN AV
151120082;04/22/2015;12:59 PM;6.0;ALL OTHER LARCENY;;;;130 E MORGAN AV
151120086;04/22/2015;02:16 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2826 S KINNICKINNIC AV
151120114;04/22/2015;03:59 PM;2.0;AGGRAVATED ASSAULT;;;;2545 S 6TH ST #1
151120114;04/22/2015;03:59 PM;2.0;INTIMIDATION;;;;2545 S 6TH ST #1
151120136;04/22/2015;06:30 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2637 S FULTON ST
151120161;04/22/2015;08:43 PM;6.0;THEFT FROM BUILDING;;;;2301 S HOWELL AV
151110022;04/21/2015;06:32 AM;6.0;MOTOR VEHICLE THEFT;;;;2565 S SUPERIOR ST
151110023;04/21/2015;05:37 AM;6.0;ROBBERY;;;;338 E MONTANA ST
151110039;04/21/2015;08:27 AM;6.0;BURGLARY/BREAKING AND ENTERING;ROBBERY;;;3067 S 7TH ST #UPR
151110039;04/21/2015;08:27 AM;6.0;ROBBERY;;;;3067 S 7TH ST #UPR
151110057;04/21/2015;10:31 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;200 W OKLAHOMA AV
151110107;04/21/2015;04:04 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2537 S GRAHAM ST
151110166;04/21/2015;06:55 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3129 S 7TH ST
151120001;04/21/2015;10:52 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3257 S CLEMENT AV
151100058;04/20/2015;11:02 AM;2.0;MOTOR VEHICLE THEFT;;;;2346 S CHASE AV
151100152;04/20/2015;06:38 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;356 E DEWEY PL
151100162;04/20/2015;08:33 PM;6.0;MOTOR VEHICLE THEFT;;;;3751 S KANSAS AV
151100170;04/20/2015;09:16 PM;6.0;MOTOR VEHICLE THEFT;;;;2500 S LOGAN AV
151100185;04/20/2015;10:48 PM;6.0;MOTOR VEHICLE THEFT;;;;3156 S 11TH ST
151100191;04/20/2015;10:29 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;804 E WILBUR AV
151110002;04/20/2015;11:41 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2812 S 9TH PL
151090026;04/19/2015;02:45 AM;;HOMICIDE;;;;1304 W HOLT AV
151090084;04/19/2015;01:40 PM;2.0;MOTOR VEHICLE THEFT;;;;2511 S 6TH ST
151090093;04/19/2015;03:04 PM;6.0;MOTOR VEHICLE THEFT;;;;1300 W DAKOTA ST
151090108;04/19/2015;04:26 PM;2.0;MOTOR VEHICLE THEFT;;;;628 W HARRISON AV
151090113;04/19/2015;05:39 PM;6.0;THEFT FROM BUILDING;;;;2867 S KINNICKINNIC AV
151090120;04/19/2015;06:28 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;123 W HOLT AV
151090150;04/19/2015;09:51 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2200 S 6TH ST
151080039;04/18/2015;06:26 AM;6.0;MOTOR VEHICLE THEFT;;;;3156 S 13TH ST
151080059;04/18/2015;09:48 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3036 S KINNICKINNIC AV
151080069;04/18/2015;12:22 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3016 S 12TH ST
151070028;04/17/2015;06:45 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;200 W OKLAHOMA AV
151070033;04/17/2015;07:55 AM;6.0;MOTOR VEHICLE THEFT;;;;2961 S 9TH PL
151070037;04/17/2015;08:19 AM;6.0;ARSON;;;;2800 S 13TH ST
151070183;04/17/2015;10:07 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2949 S 9TH ST #LWR
151070192;04/17/2015;11:07 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2690 S 8TH ST
151060120;04/16/2015;06:58 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2635 S KINNICKINNIC AV
151050117;04/15/2015;12:40 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2506 S 9TH PL #LWR
151050146;04/15/2015;01:43 PM;6.0;AGGRAVATED ASSAULT;;;;900 W DAKOTA ST
151050159;04/15/2015;05:41 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;985 W OKLAHOMA AV
151060002;04/15/2015;10:18 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3442 S 13TH ST #LWR
151060014;04/15/2015;11:46 PM;2.0;AGGRAVATED ASSAULT;;;;2141 S 5TH PL
151040137;04/14/2015;05:47 PM;6.0;ALL OTHER LARCENY;;;;308 E MORGAN AV
151040154;04/14/2015;07:44 PM;6.0;SIMPLE ASSAULT;;;;3367 S 9TH ST
151040176;04/14/2015;07:58 PM;6.0;SIMPLE ASSAULT;;;;2237 E MORGAN AV
151030034;04/13/2015;07:39 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2844 S DELAWARE AV
151030085;04/13/2015;01:13 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;3321 S 7TH ST #ALLEY
151030163;04/13/2015;07:06 PM;2.0;SIMPLE ASSAULT;;;;2648 S 10TH ST
151030184;04/13/2015;08:46 PM;2.0;SIMPLE ASSAULT;;;;2460 S 6TH ST
151030192;04/13/2015;09:43 PM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1304 W OKLAHOMA AV
151030208;04/13/2015;10:19 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;733 W OKLAHOMA AV
151040001;04/13/2015;10:52 PM;6.0;SIMPLE ASSAULT;;;;617 W OKLAHOMA AV
151020046;04/12/2015;09:49 AM;2.0;MOTOR VEHICLE THEFT;;;;2201 S 5TH PL
151010022;04/11/2015;04:14 AM;2.0;AGGRAVATED ASSAULT;;;;560-A W HARRISON AV
151010101;04/11/2015;05:44 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2801 S KINNICKINNIC AV
151010112;04/11/2015;07:17 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2405 S 5TH ST
151010115;04/11/2015;07:13 PM;6.0;INTIMIDATION;;;;2907 S WENTWORTH AV
151010139;04/11/2015;08:52 PM;6.0;SIMPLE ASSAULT;;;;3149 S HOWELL AV
151000045;04/10/2015;11:01 AM;6.0;ALL OTHER LARCENY;;;;344 E DEWEY PL
151000059;04/10/2015;11:24 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2903 S CHASE AV
151000098;04/10/2015;04:45 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2221 S ROBINSON AV
151000106;04/10/2015;06:02 PM;6.0;MOTOR VEHICLE THEFT;;;;2752 S LOGAN AV
151000120;04/10/2015;06:45 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2473 S KINNICKINNIC AV
150990072;04/09/2015;01:22 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;1030 E WILBUR AV
150990082;04/09/2015;01:23 PM;6.0;THEFT FROM BUILDING;;;;617 W OKLAHOMA AV
150990105;04/09/2015;05:49 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2501 S HOWELL AV
150990124;04/09/2015;07:21 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3858 S LOGAN AV
150980018;04/08/2015;04:16 AM;2.0;SIMPLE ASSAULT;;;;2727 S 13TH ST
150980030;04/08/2015;08:02 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3945 S HERMAN ST
150980035;04/08/2015;08:56 AM;6.0;MOTOR VEHICLE THEFT;;;;2820 S HERMAN ST
150980054;04/08/2015;10:40 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;;2934 S 14TH ST
150980057;04/08/2015;11:11 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2924 S 9TH PL
150980118;04/08/2015;04:29 PM;6.0;MOTOR VEHICLE THEFT;;;;2701 S CHASE AV
150980155;04/08/2015;07:21 PM;6.0;ALL OTHER LARCENY;;;;250 W HOLT AV
150980161;04/08/2015;08:31 PM;6.0;MOTOR VEHICLE THEFT;;;;3449 S PINE AV
150970054;04/07/2015;10:48 AM;6.0;MOTOR VEHICLE THEFT;;;;3100 S 11TH ST
150970075;04/07/2015;01:38 PM;6.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3821 S LOGAN AV
150970150;04/07/2015;08:12 PM;2.0;SIMPLE ASSAULT;;;;2173 S 5TH PL
150960060;04/06/2015;09:59 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;3160 S QUINCY AV
150960149;04/06/2015;08:08 AM;6.0;MOTOR VEHICLE THEFT;;;;2440 S WENTWORTH AV
150960165;04/06/2015;07:34 PM;6.0;THEFT FROM MOTOR VEHICLE;;;;2659 S KINNICKINNIC AV
150950025;04/05/2015;02:15 AM;6.0;SIMPLE ASSAULT;;;;733 W OKLAHOMA AV
150950086;04/05/2015;01:11 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;827 W MANITOBA ST
150950113;04/05/2015;04:25 PM;6.0;SHOPLIFTING;;;;121 W OKLAHOMA AV
150940019;04/04/2015;02:12 AM;2.0;AGGRAVATED ASSAULT;;;;2682 S 9TH PL
150940046;04/04/2015;10:43 AM;6.0;SIMPLE ASSAULT;;;;717 E MORGAN AV
150940047;04/04/2015;11:12 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2924 S 15TH ST
150940078;04/04/2015;02:08 PM;6.0;SIMPLE ASSAULT;;;;3961 S TAYLOR AV
150940088;04/04/2015;03:18 PM;6.0;SIMPLE ASSAULT;;;;2745 S GREELEY ST
150940100;04/04/2015;05:18 PM;6.0;MOTOR VEHICLE THEFT;;;;2365 S LENOX ST
150930031;04/03/2015;05:51 AM;6.0;THEFT FROM MOTOR VEHICLE;;;;2247 E MORGAN AV
150930057;04/03/2015;10:18 AM;6.0;MOTOR VEHICLE THEFT;;;;1430 W OKLAHOMA AV
150930073;04/03/2015;11:13 AM;6.0;SHOPLIFTING;;;;2960 S CHASE AV
150930097;04/03/2015;02:41 PM;2.0;MOTOR VEHICLE THEFT;;;;2530 S 9TH ST
150930168;04/03/2015;06:59 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;;3128 S 8TH ST
150930171;04/03/2015;06:35 PM;6.0;THEFT FROM BUILDING;;;;2727 E OKLAHOMA AV
150930182;04/03/2015;09:36 PM;6.0;AGGRAVATED ASSAULT;;;;321-A E LINCOLN AV
150920022;04/02/2015;05:27 AM;2.0;SIMPLE ASSAULT;;;;2403 S CHASE AV
150920038;04/02/2015;09:10 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2419 E HOLT AV
150920052;04/02/2015;10:16 AM;6.0;SHOPLIFTING;;;;2950 S CHASE AV
150920190;04/02/2015;10:40 PM;6.0;AGGRAVATED ASSAULT;;;;324 E HOWARD AV #5
150910016;04/01/2015;06:02 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;;2554 S 8TH ST
150910114;04/01/2015;06:15 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1016 W OKLAHOMA AV
151200035;04/30/2015;09:16 AM;3.0;ALL OTHER LARCENY;;;;3500 W NORTH AV
151200038;04/30/2015;08:26 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4225 W GARFIELD AV
151200040;04/30/2015;09:54 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2820 N 22ND ST
151200096;04/30/2015;02:20 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;2818 N 23RD ST
151200099;04/30/2015;05:56 PM;5.0;ROBBERY;;;;1530 W CENTER ST
151200115;04/30/2015;06:40 PM;3.0;SIMPLE ASSAULT;;;;3922 W CHERRY ST
151200125;04/30/2015;08:37 PM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1616 N 33RD ST
151190002;04/29/2015;12:06 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2541 N 48TH ST
151190046;04/29/2015;06:59 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2774 N GRANT BL
151190047;04/29/2015;09:13 AM;3.0;AGGRAVATED ASSAULT;;;;2315 W CLARKE ST
151190048;04/29/2015;08:57 AM;3.0;SIMPLE ASSAULT;;;;2636 N 48TH ST
151190052;04/29/2015;09:41 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;3632 W GALENA ST
151190067;04/29/2015;09:23 AM;5.0;THEFT FROM BUILDING;;;;2815 N 28TH ST
151190113;04/29/2015;05:27 PM;3.0;ROBBERY;;;;2355 N 35TH ST
151190116;04/29/2015;05:11 PM;5.0;AGGRAVATED ASSAULT;;;;2732 N 15TH ST #2
151190123;04/29/2015;04:52 PM;3.0;AGGRAVATED ASSAULT;;;;3201 W CENTER ST
151190181;04/29/2015;11:29 PM;3.0;SIMPLE ASSAULT;;;;1649 N 29TH ST
151180013;04/28/2015;02:14 AM;5.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2709 N TEUTONIA AV #313
151180021;04/28/2015;03:28 AM;3.0;INTIMIDATION;;;;2234 N 14TH ST
151180038;04/28/2015;08:22 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2648-A N 49TH ST
151180043;04/28/2015;10:03 AM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2525 N 40TH ST
151180048;04/28/2015;10:51 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2183 N SHERMAN BL
151180050;04/28/2015;10:55 AM;3.0;AGGRAVATED ASSAULT;;;;2148 N 35TH ST
151180056;04/28/2015;11:27 AM;3.0;KIDNAPING;BURGLARY/BREAKING AND ENTERING;;;2481 W CYPRESS ST
151180056;04/28/2015;11:27 AM;3.0;KIDNAPING;ROBBERY;BURGLARY/BREAKING AND ENTERING;;2481 W CYPRESS ST
151180081;04/28/2015;11:01 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;1638 N 28TH ST
151180121;04/28/2015;05:59 PM;3.0;ROBBERY;;;;3517 W MEINECKE AV
151180135;04/28/2015;05:20 PM;3.0;AGGRAVATED ASSAULT;;;;1825 N 28TH ST
151170014;04/27/2015;01:27 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER OFFENSES;;;2315 W CLARKE ST
151170020;04/27/2015;03:30 AM;3.0;SHOPLIFTING;;;;3522 W WISCONSIN AV
151170046;04/27/2015;10:22 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;1547 N 14TH ST
151170069;04/27/2015;10:00 AM;3.0;THEFT FROM BUILDING;;;;1909 N 32ND ST
151170073;04/27/2015;12:10 PM;3.0;SIMPLE ASSAULT;DISORDERLY CONDUCT;;;4601 W NORTH AV
151170082;04/27/2015;11:57 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;1300 N 37TH PL #UPR
151170095;04/27/2015;02:40 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2319 N 46TH ST
151170099;04/27/2015;02:34 PM;3.0;SIMPLE ASSAULT;;;;3200 W VINE ST
151170116;04/27/2015;12:29 PM;3.0;THEFT FROM BUILDING;;;;2234 N 42ND ST
151170192;04/27/2015;10:59 PM;3.0;SIMPLE ASSAULT;;;;2400 N 39TH ST
151170195;04/27/2015;11:25 PM;3.0;INTIMIDATION;;;;2554 N 34TH ST
151160024;04/26/2015;03:25 AM;3.0;SIMPLE ASSAULT;;;;1843-A N 12TH ST
151160036;04/26/2015;07:08 AM;3.0;SIMPLE ASSAULT;;;;2014 N 40TH ST
151160060;04/26/2015;06:45 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2540 N 14TH ST
151160093;04/26/2015;02:03 PM;3.0;SIMPLE ASSAULT;;;;2140 N 29TH ST
151160097;04/26/2015;10:30 AM;7.0;THEFT FROM BUILDING;;;;2850 N 34TH ST
151160105;04/26/2015;05:32 PM;3.0;SIMPLE ASSAULT;;;;2652 N 50TH ST
151160131;04/26/2015;07:38 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;2880 N 35TH ST #LWR
151160137;04/26/2015;09:42 PM;3.0;INTIMIDATION;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2434 N 41ST ST
151160141;04/26/2015;10:21 PM;3.0;AGGRAVATED ASSAULT;;;;2401 N TEUTONIA AV
151160150;04/26/2015;08:20 PM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2530 N 37TH ST #LWR
151150020;04/25/2015;12:23 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;;2657 N 21ST ST #UPR
151150040;04/25/2015;09:58 AM;3.0;MOTOR VEHICLE THEFT;;;;1931 N 34TH ST
151150041;04/25/2015;09:12 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2709 N 28TH ST
151150044;04/25/2015;09:28 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;3602 W NORTH AV
151150054;04/25/2015;11:08 AM;3.0;MOTOR VEHICLE THEFT;;;;2560 N 38TH ST
151150084;04/25/2015;02:07 PM;3.0;ROBBERY;;;;2353 N 10TH ST
151150116;04/25/2015;06:45 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;2868 N 38TH ST
151160003;04/25/2015;05:27 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2478 N 21ST ST
151140006;04/24/2015;01:20 AM;5.0;SIMPLE ASSAULT;DISORDERLY CONDUCT;;;2768-A N 16TH ST
151140028;04/24/2015;06:49 AM;3.0;ARSON;;;;2351 N SHERMAN BL
151140030;04/24/2015;08:28 AM;3.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4728 W LLOYD ST
151140046;04/24/2015;10:23 AM;3.0;BURGLARY/BREAKING AND ENTERING;;;;2544 W FOND DU LAC AV
151140056;04/24/2015;12:16 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;2767 N 16TH ST
151140059;04/24/2015;11:48 AM;3.0;ROBBERY;;;;2105 N 41ST ST
151140084;04/24/2015;02:43 PM;3.0;ROBBERY;;;;1630 N 24TH ST
151140144;04/24/2015;10:07 PM;7.0;ARSON;;;;2743 N 36TH ST #LWR
151140146;04/24/2015;10:25 PM;3.0;AGGRAVATED ASSAULT;;;;2218 N 18TH ST
151130084;04/23/2015;03:02 PM;3.0;MOTOR VEHICLE THEFT;;;;1623 N 37TH ST
151130092;04/23/2015;04:25 PM;3.0;MOTOR VEHICLE THEFT;;;;2552 N 19TH ST
